#frames
class,type,ok,motor,roll,pitch,yaw,throttle,order
5,24,1,1,1056964608,1048563415,3204448256,1065353216,5
5,24,1,2,1056964608,1048563415,1056964608,1065353216,6
5,24,1,3,0,3204448256,3204448256,1065353216,4
5,24,1,4,3204448256,1048563415,3204448256,1065353216,1
5,24,1,5,0,3204448256,1056964608,1065353216,3
5,25,1,0,3204448256,1048563415,1056964608,1065353216,2
5,25,1,1,1056964608,1048563415,3204448256,1065353216,5
5,25,1,2,1056964608,1048563415,1056964608,1065353216,6
5,25,1,3,0,3204448256,3204448256,1065353216,4
5,25,1,4,3204448256,1048563415,3204448256,1065353216,1
5,25,1,5,0,3204448256,1056964608,1065353216,3
6,0,0,-1,0,0,0,0,0
6,1,0,-1,0,0,0,0,0
6,2,0,-1,0,0,0,0,0
6,3,0,-1,0,0,0,0,0
6,4,0,-1,0,0,0,0,0
6,5,0,-1,0,0,0,0,0
6,6,0,-1,0,0,0,0,0
6,7,0,-1,0,0,0,0,0
6,8,0,-1,0,0,0,0,0
6,9,0,-1,0,0,0,0,0
6,10,0,-1,0,0,0,0,0
6,11,0,-1,0,0,0,0,0
6,12,0,-1,0,0,0,0,0
6,13,0,-1,0,0,0,0,0
6,14,0,-1,0,0,0,0,0
6,15,0,-1,0,0,0,0,0
6,16,0,-1,0,0,0,0,0
6,17,0,-1,0,0,0,0,0
6,18,0,-1,0,0,0,0,0
6,19,0,-1,0,0,0,0,0
6,20,0,-1,0,0,0,0,0
6,21,0,-1,0,0,0,0,0
6,22,0,-1,0,0,0,0,0
6,23,0,-1,0,0,0,0,0
6,24,0,-1,0,0,0,0,0
6,25,0,-1,0,0,0,0,0
7,0,0,-1,0,0,0,0,0
7,1,0,-1,0,0,0,0,0
7,2,0,-1,0,0,0,0,0
7,3,0,-1,0,0,0,0,0
7,4,0,-1,0,0,0,0,0
7,5,0,-1,0,0,0,0,0
7,6,0,-1,0,0,0,0,0
7,7,0,-1,0,0,0,0,0
7,8,0,-1,0,0,0,0,0
7,9,0,-1,0,0,0,0,0
7,10,0,-1,0,0,0,0,0
7,11,0,-1,0,0,0,0,0
7,12,0,-1,0,0,0,0,0
7,13,0,-1,0,0,0,0,0
7,14,0,-1,0,0,0,0,0
7,15,0,-1,0,0,0,0,0
7,16,0,-1,0,0,0,0,0
7,17,0,-1,0,0,0,0,0
7,18,0,-1,0,0,0,0,0
7,19,0,-1,0,0,0,0,0
7,20,0,-1,0,0,0,0,0
7,21,0,-1,0,0,0,0,0
7,22,0,-1,0,0,0,0,0
7,23,0,-1,0,0,0,0,0
7,24,0,-1,0,0,0,0,0
7,25,0,-1,0,0,0,0,0
8,0,0,-1,0,0,0,0,0
8,1,0,-1,0,0,0,0,0
8,2,0,-1,0,0,0,0,0
8,3,0,-1,0,0,0,0,0
8,4,0,-1,0,0,0,0,0
8,5,0,-1,0,0,0,0,0
8,6,0,-1,0,0,0,0,0
8,7,0,-1,0,0,0,0,0
8,8,0,-1,0,0,0,0,0
8,9,0,-1,0,0,0,0,0
8,10,0,-1,0,0,0,0,0
8,11,0,-1,0,0,0,0,0
