time_us,in_us,in_ms,in_la,in_ln,in_gx,in_gy,in_yw,in_ys,in_pt,in_e2,in_pa,in_po,in_na,in_no,in_dm,out_lad,out_nrc,out_nbr,out_ber,out_xte,out_tbc,out_l1d,out_xti,out_enu,out_exi
211404571,211404571,211404,-353641697,1491632571,-27.724021911621094,15.547348976135254,2.653613805770874,15204,-0.09290778636932373,1.031552791595459,-353631360,1491627500,-353654670,1491642150,0,-1.3058885335922241,-761,2.5650694370269775,-0.065433807671070099,-11.517074584960938,14895,113.82476043701172,-0.001551607740111649,-0.069361478090286255,-0.001551607740111649
211504531,211504531,211504,-353641944,1491632742,-27.666032791137695,15.610302925109863,2.6487376689910889,15176,-0.093642435967922211,1.0315482616424561,-353631360,1491627500,-353654670,1491642150,0,-1.2317037582397461,-718,2.5661318302154541,-0.061750050634145737,-11.389717102050781,14891,113.75430297851562,-0.001551607740111649,-0.065433807671070099,-0.001551607740111649
211604491,211604491,211604,-353642191,1491632913,-27.601949691772461,15.688265800476074,2.643291711807251,15144,-0.091033630073070526,1.0315402746200562,-353631360,1491627500,-353654670,1491642150,0,-1.1473706960678101,-670,2.5672025680541992,-0.057548727840185165,-11.262363433837891,14888,113.69219970703125,-0.001551607740111649,-0.061750050634145737,-0.001551607740111649
211704451,211704451,211704,-353642437,1491633085,-27.532871246337891,15.766177177429199,2.6396863460540771,15124,-0.088653020560741425,1.0315383672714233,-353631360,1491627500,-353654670,1491642150,0,-1.059289813041687,-618,2.568378210067749,-0.053162373602390289,-11.121856689453125,14885,113.61558532714844,-0.001551607740111649,-0.057548727840185165,-0.001551607740111649
211804411,211804411,211804,-353642683,1491633258,-27.473987579345703,15.830733299255371,2.6367886066436768,15107,-0.085887782275676727,1.031521201133728,-353631360,1491627500,-353654670,1491642150,0,-0.98014825582504272,-572,2.5696344375610352,-0.049216516315937042,-10.973258972167969,14883,113.54788970947266,-0.001551607740111649,-0.053162373602390289,-0.001551607740111649
211904371,211904371,211904,-353642928,1491633431,-27.414932250976562,15.888553619384766,2.6333069801330566,15087,-0.084421239793300629,1.031531810760498,-353631360,1491627500,-353654670,1491642150,0,-0.90381050109863281,-528,2.5709271430969238,-0.045412421226501465,-10.819591522216797,14880,113.4683837890625,-0.001551607740111649,-0.049216516315937042,-0.001551607740111649
212004331,212004331,212004,-353643173,1491633606,-27.361944198608398,15.94584846496582,2.6297781467437744,15067,-0.08513285219669342,1.0315279960632324,-353631360,1491627500,-353654670,1491642150,0,-0.82664930820465088,-483,2.5723798274993896,-0.04155542328953743,-10.649765014648438,14878,113.40741729736328,-0.001551607740111649,-0.045412421226501465,-0.001551607740111649
212105124,212105124,212105,-353643418,1491633781,-27.325119018554688,15.991507530212402,2.6272084712982178,15052,-0.087448813021183014,1.0315142869949341,-353631360,1491627500,-353654670,1491642150,0,-0.76062864065170288,-445,2.5738580226898193,-0.038245495408773422,-10.479942321777344,14876,113.37600708007812,-0.001551607740111649,-0.04155542328953743,-0.001551607740111649
212205084,212205084,212205,-353643665,1491633958,-27.288461685180664,16.028060913085938,2.6245534420013428,15037,-0.091110013425350189,1.0315095186233521,-353631360,1491627500,-353654670,1491642150,0,-0.69868463277816772,-409,2.5753774642944336,-0.035144109278917313,-10.304119110107422,14874,113.32896423339844,-0.001551607740111649,-0.038245495408773422,-0.001551607740111649
212305044,212305044,212305,-353643911,1491634135,-27.267175674438477,16.075220108032227,2.6222152709960938,15024,-0.092024408280849457,1.0315172672271729,-353631360,1491627500,-353654670,1491642150,0,-0.63432985544204712,-371,2.5769960880279541,-0.031900264322757721,-10.123214721679688,14872,113.34891510009766,-0.001551607740111649,-0.035144109278917313,-0.001551607740111649
